역번호,역주변,호선,역명
2639,보문시장,,
2639,안암동 주민센터,,
2639,동신초등학교,,
2639,보문지구대,,
2639,용문중·고등학교,,
2639,고대병원,,
2639,안암초등학교,,
2639,성북경찰서,,
2639,성북구청,,
2639,경동고등학교,,
2639,삼선제2동,,
2639,보문동2가,,
2639,대한불교보문종 보문사,,
2639,보문동2가,,
2639,보문동 주민센터,,
2639,성북50플러스 센터,,
2639,노동사목회관,,
2639,(사)여성중앙회,,
2639,보문동3가,,
2639,보험연수원,,
2639,돈암동우체국,,
2639,브라운호텔,,
2639,안암지구대,,
2639,고려대(자연계),,
2640,성일중학교,,
2640,고대병원,,
2640,용문중고등학교,,
2640,종암초등학교,,
2640,성신여자대학교,,
2640,고려대앞헌혈의집,,
2640,고려대학교,,
2640,안암동,,
2640,안암동로터리,,
2640,제기시장/제기2동,,
2640,안암초등학교,,
2640,고대앞사거리,,
2640,고려대(자연계),,
2641,종암경찰서,,
2641,안암동,,
2641,제기동,,
2641,피노키오장애인자립센터,,
2641,성북구건강가정지원센터,,
2641,한국과학기술연구원(KIST),,
2641,한국과학기술정보연구원,,
2641,서울예술치유허브,,
2641,국립산림과학원,,
2641,한국개발연구원(KDI),,
2641,산업연구원,,
2641,제기동,,
2641,홍파초등학교,,
2641,정화여자중·상업고등학교,,
2641,고려대학교,,
2641,종암중학교,,
2641,숭례초등학교,,
2641,고려대교우회관,,
2641,성북중앙병원,,
2641,서울사대부설중·고등학교,,
2641,종암동우체국,,
2641,한국국방연구원,,
2641,세종대왕기념사업회,,
2641,성북 노인복지관,,
2641,고대앞사거리,,
2641,제기시장,,
2641,제기파출소,,
2642,갑을명가 상가(구.월곡시장),,
2642,한국과학기술연구원,,
2642,KT월곡지사,,
2642,성북구 보건소,,
2642,월곡감리교회,,
2642,생명의전화 종합사회복지관,,
2642,성북구자살예방센터,,
2642,월곡제2동,,
2642,월곡2치안센타,,
2642,성북구민체육관,,
2642,종암2치안센타,,
2642,종암동 주민센터,,
2642,일신초등학교,,
2642,종암동,,
2642,홈플러스,,
2642,동덕여자대학교,,
2643,새석관시장,,
2643,광천교회,,
2643,한국과학기술연구원(KIST),,
2643,월곡초등학교,,
2643,석관동우체국,,
2643,월곡중학교,,
2643,월곡2동 주민센터,,
2643,장위감리교회,,
2643,동아아파트,,
2643,성북구 재활용센타,,
2643,성북구 도시관리공단,,
2643,성북정보도서관,,
2643,장위2동주민센터,,
2643,한국예술종합학교,,
2643,장위전통시장,,
2643,성북장애인복지관,,
2643,래미안석관아파트,,
2643,우남아파트,,
2643,석관동,,
2643,장위지구대,,
2644,성북구립석관실버복지센터,,
2644,석관파출소,,
2644,석관래미안아파트,,
2644,기업은행 장위동지점,,
2644,장위사거리,,
2644,온누리병원(재활병원),,
2644,장위3동,,
2644,한국예술종합학교,,
2644,장위2동,,
2644,장위2동주민센터,,
2644,장위어르신행복지원센터(구.성북구립장위실버복지센터),,
2644,돌곶이시장(구.석관시장),,
2644,장위지구대,,
2644,장위초등학교,,
2644,장위3동주민센터,,
2644,석관동주민센터,,
2644,석관초등학교,,
2644,의릉,,
2644,장위종합사회복지관,,
2644,신한은행장위동지점,,
2644,석관동우체국,,
2644,장위119안전센터,,
2644,북서울꿈의숲(147번 버스환승),,
2645,두산아파트,,
2645,석관1동,,
2645,석관1파출소,,
2645,석관동주민센터,,
2645,장위사거리,,
2645,광운대학교,,
2645,석관고등학교,,
2645,중앙하이츠아파트,,
2645,우남아파트,,
2645,선곡초등학교,,
2645,JW컨벤션웨딩홀,,
2645,성북레포츠타운,,
2645,석계초등학교,,
2645,석관동 미리내도서관,,
2645,석관중학교,,
2645,풍림아이원아파트,,
2645,건양노블레스,,
2645,월계3동주민센터,,
2645,삼창아파트,,
2645,월계1동주민센터,,
2645,현대아파트,,
2645,동신아파트,,
2645,한천초등학교,,
2645,"한진,한화그랑빌",,
2645,태릉민방위교육장,,
2645,중랑천산책로,,
2646,월계3동,,
2646,월릉교,,
2646,월계3동주민센터,,
2646,한천초등학교,,
2646,태릉사거리,,
2646,공릉초등학교,,
2646,동1로,,
2646,공릉시장,,
2646,공릉우체국,,
2646,묵1동,,
2646,묵1동주민센터,,
2646,묵1동치안센터,,
2646,공릉119안전센터,,
2646,신도아파트,,
2646,화랑지구대,,
2646,태릉성심병원 장례식장,,
2646,노원구생활체육회,,
2646,공릉2동,,
2646,프레미어스엠코,,
2646,미래노인요양병원,,
2646,태릉마이크로,,
2646,강북연세사랑병원,,
2646,다운복지관,,
2646,공릉1동,,
2646,묵2동,,
2646,묵동교,,
2646,육군사관학교방면,,
2646,삼육대학교방면,,
2646,서울여자대학교방면,,
2646,태릉국제종합사격장,,
2646,서울시민방위교육장,,
2647,육군박물관,,
2647,태강릉,,
2647,원묵고등학교,,
2647,공릉청소년정보문화센터,,
2647,화랑대역환승주차장,,
2647,중랑구민체육센터,,
2647,태릉선수촌,,
2647,태릉사거리,,
2647,공릉소방파출소,,
2647,삼육대학교,,
2647,공릉2동 주민센터,,
2647,태릉초등학교,,
2647,공릉중학교,,
2647,서울여자대학교,,
2647,육군사관학교,,
2647,공릉동근린공원,,
2647,중랑구립정보도서관,,
2647,묵1동,,
2647,원묵초등학교,,
2647,원묵중학교,,
2647,태릉고등학교,,
2648,봉화초등학교,,
2648,봉화지구대(중랑경찰서),,
2648,중랑구립정보도서관,,
2648,금성초등학교,,
2648,대림두산아파트,,
2648,영안장로교회,,
2648,신내노인요양원,,
2648,진로아파트,,
2648,신내시영6단지아파트,,
2648,신내노인종합복지관,,
2648,서울의료원(860병상),,
2648,원묵고등학교,,
2648,[우수경관조망명소]봉화산,,
2648,홈플러스 신내점,,
2648,신내1동,,
2648,신내2동,,
2648,묵1동,,
2648,"공릉동,화랑대방면",,
2648,공릉동근린공원,,
2648,신내전화국,,
2648,중랑소방서,,
2648,중랑구민체육센터,,
2648,신내동우체국,,
2649,신내데시앙아파트(400m),,
2649,중랑경찰서(860m),,
2649,신내우디안1단지(700m),,
2649,서울특별시서울의료원(800m),,
2649,중랑공영차고지(70m),,
2649,"신내데시앙포레아파트(1,000m)",,
2649,서울교통공사 신내차량기지(55m),,
2649,IYF링컨학교(270m),,
2711,수락산 등산로,,
2711,포천 방면,,
2711,장암역환승공영주차장,,
2711,장암동주민센터,,
2711,의정부시청,,
2711,의정부소방서,,
2711,의정부경찰서,,
2712,누원고등학교,,
2712,도봉산 입구,,
2712,도봉산 광역환승센터,,
2712,누원초등학교,,
2712,도봉감리교회,,
2712,서울창포원,,
2712,서울가든아파트,,
2712,도봉1동우체국,,
2712,평화문화진지,,
2712,다락원체육공원,,
2712,도봉한신아파트,,
2712,도봉파크빌3단지,,
2712,서울도솔학교,,
2712,도봉고등학교,,
2713,한국도심공항터미널,,
2713,신한은행 수락산역점,,
2713,수락파크빌아파트,,
2713,상계문화정보도서관,,
2713,두산아파트,,
2713,노원시니어클럽,,
2713,롯데시네마,,
2713,상계우방아파트,,
2713,우방아파트,,
2713,노원중학교,,
2713,"은빛1,2단지",,
2713,하이베라스,,
2713,시인천상병공원,,
2713,수락산입구(수락골),,
2713,은빛아파트 3단지,,
2713,수락산유원지,,
2713,수락현대아파트,,
2713,수락한신아파트,,
2713,극동늘푸른아파트,,
2713,현대아파트 1·2·3.4차,,
2713,수락산우체국,,
2713,수락119안전센터,,
2713,공영주차장,,
2713,대망드림힐아파트,,
2713,새서울병원,,
2713,노일초등학교,,
2713,"서울북부지방법원, 서울북부지방검찰청방향",,
2713,서울시립수락양로원,,
2713,수락산 벨리체아파트,,
2713,홍파복지원,,
2713,상계1동우체국,,
2713,노원초등학교,,
2713,상계1동주민센터,,
2713,수락초등학교,,
2713,북부종합사회복지관,,
2713,상계1파출소,,
2713,수락산디자인거리,,
2713,노일중학교,,
2713,수락중학교,,
2713,쉼터요양원,,
2713,수락고등학교,,
2713,수락산입구(노원골),,
2714,마들지구대,,
2714,노원고등학교,,
2714,IBK기업은행,,
2714,상계8동치안센터,,
2714,상계주공11단지,,
2714,상계주공12단지,,
2714,청원여자고등학교,,
2714,상계주공 9단지·포레나노원아파트,,
2714,상계10동우체국,,
2714,상계주공10단지,,
2714,대림아파트,,
2714,동일초등학교,,
2714,상경중학교,,
2714,상계주공13·14단지,,
2714,상원초등학교,,
2714,청원중학교,,
2714,보람아파트2단지,,
2714,상곡초등학교,,
2714,보람아파트1단지,,
2714,상계10동주민센터,,
2714,임광아파트,,
2714,상계주공15·16단지,,
2714,상계8동주민센터,,
2714,청원초등학교,,
2714,청원고등학교,,
2714,상계9동주민센터,,
2715,상계 주공7단지,,
2715,상수초등학교,,
2715,상계2동,,
2715,"상계주공4,5,6단지",,
2715,한국전력공사북부지점,,
2715,온곡중학교,,
2715,롯데백화점,,
2715,상계방면,,
2715,"상계주공1,2,3단지",,
2715,상계6동사무소,,
2715,도봉운전면허시험장,,
2715,상계주공7단지,,
2715,상계초등학교,,
2715,노원구청,,
2715,노원구의회,,
2715,노원구보건소,,
2715,노블레스 관광호텔,,
2715,KT전화국,,
2715,노원문고,,
2716,서울시립북부장애인종합복지관,,
2716,상계주공1·2단지,,
2716,브라운스톤 중계,,
2716,인제대학교 상계백병원,,
2716,시립중계노인전문요양원,,
2716,마들공원,,
2716,서울시립뇌성마비종합복지관,,
2716,서울시립상이군경복지관,,
2716,당현초등학교,,
2716,미도아파트,,
2716,어린이교통공원,,
2716,상천초등학교,,
2716,청계초등학교,,
2716,상명초등학교,,
2716,중계주공1단지·건영아파트,,
2716,중계3동,,
2716,중계시영아파트 3단지,,
2716,중계시영아파트 2·4단지,,
2716,서울아이티고등학교,,
2716,서울시북부여성발전센터,,
2716,서울시립상계직업전문학교,,
2716,당현1교,,
2716,상계주공1·2단지,,
2716,동부적십자혈액원,,
2716,노원중학교,,
2716,상계7동,,
2716,건영아파트,,
2716,한국성서대학교,,
2716,상명중·고등학교,,
2716,대진여자고등학교,,
2716,중원중학교,,
2716,당현지구대,,
2716,중원초등학교,,
2716,중계시영아파트 1단지,,
2716,중계2동,,
2716,서울영어과학교육센터,,
2716,노원청소년수련관,,
2716,청암중고등학교,,
2716,평화종합사회복지관,,
2716,청암예술학교,,
2716,서울시립북서울미술관,,
2717,시립노원노인종합복지관,,
2717,현대·상아·롯데·경남아파트,,
2717,교통안전진흥공단(노원검사소),,
2717,하계CGV(건영 옴니백화점),,
2717,중계CGV(홈플러스 중계점),,
2717,하계1주민센터,,
2717,노원평생학습관,,
2717,을지병원,,
2717,노원경찰서,,
2717,하계중학교,,
2717,하계1치안센터,,
2717,미성아파트,,
2717,중현초등학교,,
2717,하계5단지아파트,,
2717,우성·벽산·극동아파트,,
2717,중평초·중학교,,
2717,서울시립북서울미술관,,
2717,"중계2,3주민센터",,
2717,용동초등학교,,
2717,노원소방서,,
2717,한신·청구아파트,,
2717,연촌초등학교,,
2717,하계2주민센터,,
2717,장미아파트,,
2717,월계1교(인덕대학 방면),,
2717,건영·학여울 청구아파트,,
2717,노원구민회관,,
2717,세이브존,,
2718,경춘선 숲길(Gyeongchun Line Forest),,
2718,월계동 방면,,
2718,노원구 다문화가족지원센터,,
2718,한천교,,
2718,공릉동 국수거리,,
2718,원자력병원,,
2718,서울과학기술대 방면,,
2718,동산정보산업고등학교,,
2718,화랑지구대,,
2718,중랑천,,
2718,노원 문화원,,
2718,용원초등학교,,
2718,공릉종합사회복지관,,
2718,중랑천,,
2718,공연초등학교,,
2718,경기기계공업고교 방면,,
2718,공릉1동 주민센터,,
2718,공릉도깨비시장,,
2718,태릉입구 방면,,
2718,노원구 건강가정지원센터,,
2719,서울생활사박물관,,
2719,묵1동주민센터,,
2719,공릉2동,,
2719,프레미어스 엠코 아파트,,
2719,공릉119안전센터,,
2719,육군사관학교방면,,
2719,삼육대학교방면,,
2719,서울여자대학교방면,,
2719,신도아파트,,
2719,태릉국제종합사격장,,
2719,월릉교,,
2719,월계3동주민센터,,
2719,공릉초등학교,,
2719,공릉1동,,
2719,화랑지구대,,
2719,미래노인요양병원,,
2719,태릉마이크로,,
2719,강북연세사랑병원,,
2719,태릉성심병원장례식장,,
2719,노원구생활체육회,,
2719,태릉사거리,,
2719,동일로,,
2719,공릉시장,,
2719,공릉우체국,,
2719,묵1동,,
2719,묵2동,,
2719,서울시민방위교육장,,
2719,묵동교,,
2719,월계3동,,
2719,한천초등학교,,
2719,묵1동치안센터,,
2719,다운복지관,,
2720,태릉중학교,,
2720,태릉 방면,,
2720,묵1동 주민센터,,
2720,묵2동 주민센터,,
2720,묵2동,,
2720,묵동삼거리,,
2720,태릉사거리 방면,,
2720,묵동 우체국,,
2720,묵동아이파크아파트,,
2720,봉화산방면,,
2720,중화동방면,,
2720,먹골파출소,,
2720,신묵초등학교,,
2720,한전동대문중랑지사,,
2720,묵1동,,
2720,묵현초등학교,,
2721,중랑구창업지원센터,,
2721,중화고등학교,,
2721,중화119안전센터,,
2721,중화2동,,
2721,구립중화경로복지관,,
2721,경동제일교회,,
2721,극동아파트,,
2721,중화동우체국,,
2721,장안중학교,,
2721,중화1동 주민센터,,
2721,장미아파트,,
2721,중화한신아파트,,
2721,중화1동,,
2721,중화2동 ,,
2721,중화1치안센터,,
2721,묵동초등학교,,
2721,상봉초등학교,,
2721,중랑구청ㆍ 구의회 방면,,
2721,중랑중학교,,
2721,태릉시장,,
2722,상봉1파출소,,
2722,망우역 방면,,
2722,상봉2파출소,,
2722,상봉초등학교,,
2722,"구리시, 남양주방면",,
2722,한국마사회,,
2722,우림시장,,
2722,혜원여고,,
2722,중랑구청,,
2722,서일대학방면,,
2722,중랑전화국,,
2722,동부시장,,
2722,청량리방면,,
2722,상봉시네마,,
2722,망우역로터리 방면,,
2722,신한은행,,
2722,상봉동로터리,,
2722,중랑우체국,,
2722,중화한신아파트,,
2722,중랑교 방면,,
2722,상봉1동,,
2722,상봉중학교,,
2722,클릭전원미술학원,,
2722,상봉2동주민센터,,
2722,코스트코,,
2722,상봉시외버스터미널,,
2722,상봉1동주민센터,,
2722,면목초등학교,,
2722,면목동 방면,,
2722,용마공원,,
2723,혜원여자중학교,,
2723,면목초등학교,,
2723,면동초등학교,,
2723,면목본동주민센터,,
2723,서일대학교,,
2723,혜원여자고등학교,,
2723,면일초등학교,,
2723,면목2동주민센터,,
2723,중랑초등학교,,
2723,중목초등학교,,
2723,면목본동파출소,,
2723,면목5동주민센터,,
2723,중랑구치매지원센터,,
2723,중랑구립면목정보도서관,,
2723,중랑노인종합복지관,,
2723,면목1치안센타,,
2724,면동초등학교,,
2724,두산아파트,,
2724,신한은행,,
2724,중랑문화체육관,,
2724,홈플러스 면목점,,
2724,녹색병원,,
2724,면목우체국,,
2724,면목시장,,
2724,면목7치안센터,,
2724,면목7동주민센터,,
2724,면남초등학교,,
2724,중랑구 재활용센터,,
2724,면중초등학교,,
2724,면목교회,,
2724,서일대학교,,
2724,사가정 센트럴 아이파크,,
2724,KB국민은행 ,,
2724,"면목3,8동주민센터",,
2724,연세아름다운피부과,,
2724,면목중학교,,
2724,중화중학교,,
2724,면목5동주민센터,,
2724,로데오마당,,
2724,면목삼팔파출소,,
2724,면목고등학교,,
2725,용마중학교,,
2725,중곡초등학교,,
2725,중랑문화원,,
2725,면목종합사회복지관,,
2725,[우수경관조망명소]용마산,,
2725,면남초등학교,,
2725,용마폭포공원,,
2725,현대아파트,,
2725,태은교회,,
2725,용마폭포공원 축구장,,
2725,용마폭포공원 테니스장,,
2725,면목도시개발아파트,,
2725,중랑청소년수련관,,
2725,면목4동주민센터,,
2725,중랑구민회관,,
2726,보건복지행정타운(2021.8월 현재 미입주),,
2726,중곡도서관,,
2726,인구보건복지협회 서울지회 가족보건의원,,
2726,중곡동 우체국,,
2726,중곡1파출소,,
2726,국립정신건강센터(구 국립서울병원),,
2726,대원외국어고등학교,,
2726,대한예수교장로회한국중앙교회,,
2726,중곡1동주민자치센터,,
2726,중곡3동,,
2726,중곡4동주민자치센터,,
2726,중곡제일시장,,
2726,한전화양변전소,,
2726,중곡3동주민자치센터,,
2726,[우수경관조망명소]아차산 능선,,
2726,대원여자고등학교,,
2726,대원중.고등학교,,
2726,대한예수교장로회동성교회,,
2726,용곡초.중학교,,
2726,중곡2.4동,,
2726,중곡4파출소,,
2726,중광초등학교,,
2726,중마초등학교,,
2726,중곡3파출소,,
2726,중곡문화체육센터,,
2727,용마사거리,,
2727,세종초등학교,,
2727,군자동,,
2727,장한평방면,,
2727,국립서울정신병원방면,,
2727,중곡1동,,
2727,천호대교방면,,
2727,용마초등학교,,
2727,중곡동우체국,,
2727,중곡2동사무소,,
2727,중곡종합사회복지관,,
2727,SC제일은행,,
2727,군자동사무소,,
2727,능동사무소,,
2727,어린이대공원(정문),,
2727,어린이대공원(후문),,
2727,중곡1동사무소,,
2727,군자교방면,,
2727,능동,,
2727,중곡2동,,
2727,세종대학교,,
2728,서울상상나라,,
2728,능동,,
2728,광진노인종합복지관,,
2728,서울시민안전체험관,,
2728,화양동우체국,,
2728,어린이대공원,,
2728,능동119안전센터,,
2728,건국대학교,,
2728,어린이회관,,
2728,화양동 주민센터,,
2728,세종대학교,,
2728,송정동,,
2729,건국대학교,,
2729,동자 초등학교,,
2729,능동로,,
2729,자양초등학교 방면,,
2729,화양동,,
2729,청담대교 방면,,
2729,자양중.고등학교,,
2729,건국대병원,,
2729,영동대교 방면,,
2729,조양시장,,
2729,성수사거리,,
2729,광진구청 방면,,
2729,화양지구대,,
2729,우성아파트,,
2729,화양초등학교,,
2729,광진문화예술회관(나루아트센터),,
2729,스타시티아트홀,,
2729,화양동주민센터,,
2729,신양초등학교,,
2729,어린이대공원방면,,
2729,한강시민공원(뚝섬)방면,,
2729,건대역사거리,,
2730,자양종합사회복지관,,
2730,자양4동주민센터,,
2730,서울생각마루,,
2730,뚝섬유원지주차장,,
2730,신양중학교,,
2730,이튼타워리버아파트,,
2730,뚝섬유원지,,
2730,자양동성당,,
2730,자양3동주민센터,,
2730,동자초등학교,,
2730,신자초등학교,,
2730,신양초등학교,,
2730,보트장,,
2730,뚝섬유원지 테마파크,,
2730,뚝섬수영장,,
2730,노룬산시장,,
2731,청담동주민센터,,
2731,청담초등학교,,
2731,청담중학교,,
2731,청담고등학교,,
2731,프리마 호텔,,
2731,대림아파트,,
2731,"진흥아파트(1,2,3동)",,
2731,힐스테이트 아파트,,
2731,강남세무서,,
2731,마디 병원,,
2731,강남노인복지관,,
2731,서울정애학교,,
2731,소리이비인후과,,
2731,강남구도시관리공단,,
2731,강남문화재단,,
2731,강남구청,,
2731,강남청소년수련관(230m),,
2731,경기고등학교(50m),,
2731,봉은중학교(500m),,
2731,봉은초등학교(400m),,
2731,삼성2동,,
2731,강남구보훈회관,,
2731,청담공원,,
2731,하이트맥주주식회사,,
2731,호텔 리베라,,
2731,경기고등학교 후문,,
2731,한국한복공업협동조합,,
2731,봉은사(900m),,
2731,청담동 성당,,
2731,청담치안센터,,
2731,압구정 로데오거리,,
2731,청담사거리,,
2731,코엑스,,
2731,한강시민공원청담지구,,
2731,청담파출소,,
2731,우리들병원(10m),,
2731,아이파크아파트,,
2731,"진흥아파트(5,6,7,8동)",,
2731,포스코 사거리,,
2731,삼성1동,,
2731,SM엔터테인먼트,,
2731,영동대교,,
2731,한국문학번역원,,
2732,국민은행강남구청역점,,
2732,강남구청,,
2732,언주중학교,,
2732,강남서초교육지원청,,
2732,신한은행 강남구청역지점,,
2732,학동초등학교,,
2732,임페리얼펠리스호텔,,
2732,영동고등학교,,
2732,논현2동 주민센터,,
2732,우리은행 영동지점,,
2732,더채플앳 청담 웨딩홀,,
2732,강남구 보건소,,
2732,라온제나 강남 웨딩홀,,
2732,강남도서관,,
2732,keb하나은행 강남구청역지점,,
2732,도산공원,,
2732,언북초등학교,,
2733,한국 자수박물관,,
2733,서울영동교회,,
2733,국제예술대학,,
2733,학동공원,,
2733,논현1파출소,,
2733,강남플라자웨딩홀,,
2733,논현가구거리,,
2733,논현초등학교,,
2733,서울본부세관,,
2733,우리은행,,
2733,건설기술인협회,,
2733,논현동 아크로힐스(구경복아파트),,
2733,대한건설협회,,
2733,국민은행,,
2733,외환은행 학동역지점,,
2733,강남구립 논현노인종합복지관,,
2733,논현정보도서관,,
2733,논현1동 주민센터,,
2733,기린건축백화점,,
2733,강남을지병원,,
2733,하나은행,,
2733,법무사회관,,
2733,도산대로사거리,,
2733,논현2파출소,,
2733,학동사거리,,
2733,컨벤션 헤리츠,,
2733,차병원,,
2733,언북중학교,,
2733,건설회관,,
2734,논현동,,
2734,KB국민은행 논현역지점,,
2734,서울논현초등학교 병설유치원,,
2734,논현1동주민센터,,
2734,영동제일교회,,
2734,고도일병원,,
2734,한국문화센터 논현지부,,
2734,학동공원,,
2734,논현성모어린이집,,
2734,보훈공단(세관위탁물품 판매장),,
2734,논현동 맛의 거리,,
2734,KDB산업은행 잠원지점,,
2734,잠원동,,
2734,주흥교,,
2734,반포동,,
2734,논현가구거리,,
2734,KEB하나은행 논현역지점,,
2734,전기공사공제조합,,
2734,논현초등학교,,
2734,논현노인종합복지관,,
2734,우리은행 논현역지점,,
2734,자생한방병원 논현신사옥,,
2734,논현가구거리,,
2734,㈜한국야쿠르트,,
2734,신반포로,,
2734,반포치안센터,,
2734,반포동,,
2734,영동시장,,
2734,우리은행 논현중앙지점,,
2734,영동농협 강남지점,,
2735,강남지하상가,,
2735,반포1동주민센터,,
2735,뉴코아아울렛,,
2735,한신메디피아,,
2735,반포종합사회복지관,,
2735,반포1동,,
2735,반포3동,,
2735,잠원동,,
2735,원촌초등학교,,
2735,원촌중학교,,
2735,경원중학교,,
2735,고속터미널사거리,,
2735,고속터미널사거리,,
2736,센트럴시티 터미널(호남선),,
2736,고투몰(3호선출구),,
2736,뉴코아아울렛 강남점,,
2736,"서울고속버스터미널(경부선, 영동선)",,
2736,JW 메리어트 호텔 서울,,
2736,신세계면세점(강남점),,
2736,가톨릭대학교  서울성모병원 (장례식장),,
2736,반포2동,,
2736,파미에 스테이션,,
2736,JW 메리어트 호텔 서울,,
2736,반포쇼핑타운,,
2736,서울서초경찰서 반포지구대 ,,
2736,LG전자 A/S 서초센터,,
2736,사평로,,
2736,센트럴시티 터미널(호남선),,
2736,가톨릭대학교(성의교정),,
2736,쉐라톤 서울 팔래스 강남 호텔,,
2736,잠원초등학교,,
2736,"소화물취급소(경부선, 영동선 )",,
2736,서울고속버스터미널(경부선.영동선),,
2736,신세계백화점(강남점),,
2736,국립중앙도서관,,
2736,래미안 퍼스티지 아파트,,
2736,신세계백화점(강남점),,
2736,서울성모병원 사거리,,
2736,가톨릭대학교 서울성모병원,,
2736,고투몰(9호선출구),,
2736,서울지방조달청,,
2737,방배중학교,,
2737,허스킨피부과(방배점),,
2737,방배보건지소,,
2737,방배4치안센터,,
2737,방배초등학교,,
2737,방배1치안센터,,
2737,방배1동주민센터,,
2737,안골길,,
2737,KEB하나은행 방배동지점,,
2737,서리풀공원,,
2737,가야치과,,
2737,반포세무서,,
2737,방일초등학교,,
2737,방배동우체국,,
2737,방배1동,,
2737,방배본동주민센터,,
2737,방배4동주민센터,,
2737,서울서초청년회의소,,
2738,사당2동 주민센터,,
2738,동작여성인력개발센터,,
2738,연세바른병원,,
2738,방배초등학교,,
2738,이마트에브리데이(이수점),,
2738,사당1동 주민센터,,
2738,메가박스,,
2738,이수중학교,,
2738,사당청소년문화의집,,
2738,우리은행 이수역지점,,
2738,방배2동 주민센터,,
2738,방배노인종합복지관,,
2738,남성시장,,
2738,삼일공원,,
2738,동작초등학교,,
2738,남사초등학교,,
2738,사당우체국,,
2738,경문고등학교,,
2738,남성초등학교,,
2738,구산타워,,
2738,방배경찰서,,
2738,방주교회,,
2738,서문여중고교,,
2739,사당시장,,
2739,사당솔밭도서관,,
2739,사당4동주민센터,,
2739,동작고등학교,,
2739,행림초등학교,,
2739,상도중학교,,
2739,숭실대학교 사당종합사회복지관,,
2739,신남성초등학교,,
2739,사당3동주민센터,,
2739,남성중학교,,
2739,삼일초등학교,,
2739,사당문화회관,,
2739,총신대학교,,
2739,남성초등학교,,
2739,사당5동주민센터,,
2740,백운소방파출소,,
2740,상도중학교,,
2740,한경직기념관(숭실대교내),,
2740,상도1동 주민센터,,
2740,중앙하이츠아파트,,
2740,사당롯데캐슬골든포레,,
2740,힐스테이트 상도 프레스티지,,
2740,상현초등학교,,
2740,힐스테이트 상도 센트럴파크,,
2740,상도제일교회/상도제일유치원,,
2740,숭실대학교,,
2740,상도중앙교회,,
2740,봉천동방면,,
2740,상도동,,
2740,상도1동,,
2740,봉천동방면,,
2740,상현중학교,,
2740,현대아파트,,
2740,상도1치안센터,,
2740,상도제일교회,,
2740,우리은행,,
2740,국민은행,,
2740,농협,,
2740,신한은행,,
2740,강남고려병원,,
2740,상도대림아파트,,
2740,레미안3차아파트,,
2740,삼환나우빌아파트,,
2740,레미안2차아파트,,
2740,삼호아파트,,
2740,한국기독교박물관(숭실대교내),,
2741,중앙대학교병원,,
2741,브라운스톤아파트,,
2741,상도동중앙하이츠빌아파트,,
2741,국사봉중학교,,
2741,서울삼성학교,,
2741,신상도초등학교,,
2741,상도종합사회복지관,,
2741,중앙대학교,,
2741,상도교회,,
2741,강남초등학교,,
2741,상도우체국,,
2741,상도2동주민센터,,
2741,상도1동주민센터,,
2741,상도동동원베네스트,,
2741,상도동더샵아파트,,
2741,동작관악교육지원청,,
2741,장승중학교,,
2741,동작보건소,,
2741,상도동LIG건영아파트,,
2741,e편한세상 상도 노빌리티,,
2741,상도터널,,
2742,상도4동주민센터,,
2742,동작구의회,,
2742,영등포고등학교,,
2742,노량진2동주민센터,,
2742,동작구보건소,,
2742,동작종합사회복지관,,
2742,상도2동주민센터,,
2742,노량진초등학교,,
2742,동작관악교육지원청,,
2742,동작문화복지센터,,
2742,장승중학교,,
2742,우리은행상도동지점,,
2742,상도지구대,,
2742,상도2치안센터,,
2742,신상도초등학교,,
2742,상도초등학교,,
2742,영등포중학교,,
2742,영화초등학교,,
2742,동작구청,,
2742,신노량진시장,,
2742,동작도서관,,
2742,청화병원,,
2742,국민은행 상도동지점,,
2743,대방파출소,,
2743,대림초등학교,,
2743,서울공업고등학교,,
2743,성남고등학교,,
2743,상도3동 치안센터,,
2743,강현중학교,,
2743,청운지역아동복지센터,,
2743,상도3동주민센터,,
2743,성대시장,,
2743,강남중학교,,
2743,성남중학교,,
2743,광성교회,,
2743,시립동작노인종합복지관,,
2743,보라매병원,,
2743,동작우체국,,
2743,신대방2동 주민센터,,
2743,상도119안전센터,,
2744,대방치안센터,,
2744,기상청,,
2744,보라매요양병원,,
2744,대길초등학교,,
2744,신길7동 주민센터,,
2744,대방초등학교,,
2744,성남중학교,,
2744,신길7동 주민센터,,
2744,남부수도사업소,,
2744,동작소방서,,
2744,보라매초등학교,,
2744,동작우체국,,
2744,신대방2동주민센터,,
2744,보라매공원,,
2744,동작구민회관,,
2744,문창중학교,,
2744,농심,,
2744,대방중학교,,
2744,신풍지구대,,
2744,서울지방병무청,,
2744,신길동우체국,,
2744,천주교 대방동 성당,,
2744,서울공업고등학교,,
2744,강남중학교,,
2744,대방동 주민센터,,
2744,대림초등학교,,
2744,수도여자고등학교,,
2744,동작세무서,,
2744,공군회관,,
2744,성남고등학교,,
2744,시립보라매청소년수련관,,
2744,부광약품,,
2744,해군호텔웨딩홀(구해군회관),,
2745,신풍지구대,,
2745,대길초등학교,,
2745,영신고등학교,,
2745,해군호텔,,
2745,대림119 안전센터,,
2745,대영중학교,,
2745,대영고등학교,,
2745,신길5동 주민센터,,
2745,대영초등학교,,
2745,신길5동 우체국,,
2745,서울영등포경찰서신길5치안센터(청소년경찰학교),,
2745,백악관웨딩문화원,,
2745,한림대 강남 성심병원,,
2745,영등포제1스포츠센터,,
